insult,Unnamed: 0,date,target,tweet
is miserable,1,1,1,1
#CROOKEDJOURNALISM,1,1,1,1
our great Military and Vets mean nothing to Bobby Jr.,1,1,1,1
truly out of control,1,1,1,1
"trying to extort $1,000,000.00 from me",1,1,1,1
trying to destroy the Trump Presidency,1,1,1,1
trying to destroy Israel with all his bad moves,1,1,1,1
trying to bail out insurance companies,1,1,1,1
trying to act like a tough guy,1,1,1,1
trying to Covid Shame us,1,1,1,1
trying to  “will” the Economy to be bad for purposes of the 2020 Election,1,1,1,1
"trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!",1,1,1,1
trying sooo hard to be politically correct,1,1,1,1
trying hard to suppress even the truth,1,1,1,1
trying hard to push a man that should NEVER be president,1,1,1,1
trying hard to disguise their massive Muslim problem,1,1,1,1
trying endlessly to make me look as bad and evil as possible,1,1,1,1
try to belittle our victory with FAKE NEWS,1,1,1,1
try hiring some good managers,1,1,1,1
truly weird,1,1,1,1
truly the Opposition Party working with the Dems,1,1,1,1
truly the Enemy of the People!,1,1,1,1
truly the Enemy of the People,1,1,1,1
truly the ENEMY OF THE PEOPLE!,1,1,1,1
truly stupid,1,1,1,1
trying to get his sentence reduced,1,1,1,1
trying to justify the total disrespect certain players show to our country,1,1,1,1
trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?),1,1,1,1
turns everyone off,1,1,1,1
underachieving,1,1,1,1
under siege,1,1,1,1
uncomfortable looking,1,1,1,1
unbelievable corruption,1,1,1,1
unaccepting of what I did for his son,1,1,1,1
unacceptable for USA!,1,1,1,1
unable to properly deliver a very simple line,1,1,1,1
unable to do the job before I arrived,1,1,1,1
typically false,1,1,1,1
turns a blind eye to the gang violence on our streets!,1,1,1,1
trying to steal a Presidential Election,1,1,1,1
turning down services and security for citizens in favor of services and security for non-citizens,1,1,1,1
turned out to be grossly incompetent,1,1,1,1
trying very hard & has every right to take down the Democrat Party,1,1,1,1
trying to undo the Election regardless of FACTS,1,1,1,1
trying to take over the Senate,1,1,1,1
trying to steal this Election,1,1,1,1
trying to steal the election?,1,1,1,1
trying to steal the Mike Garcia Congressional Race in California,1,1,1,1
trying to steal another election,1,1,1,1
truly sick people,1,1,1,1
truly one of the worst newspapers,1,1,1,1
totally made up many of the things he said I said,1,1,1,1
truly one of the dumbest of the talking heads,1,1,1,1
totally unqualified,1,1,1,1
totally unglued and weird,1,1,1,1
totally unfounded Witch Hunt,1,1,1,1
totally unfit to be our president,1,1,1,1
totally unfair!,1,1,1,1
totally unable to stop the national security 'leakers',1,1,1,1
totally sold out,1,1,1,1
totally rigged!,1,1,1,1
totally rigged and corrupt!,1,1,1,1
totally rigged & corrupt!,1,1,1,1
totally phony,1,1,1,1
totally phoney,1,1,1,1
"totally partisan Hoax, never happened before",1,1,1,1
totally overrated loser,1,1,1,1
totally out of its mind,1,1,1,1
"totally out of control,  Chicago needs help!",1,1,1,1
totally one-sided “spin”,1,1,1,1
totally one-sided interview,1,1,1,1
totally one-sided and biased against me that it is becoming boring,1,1,1,1
totally obstruct,1,1,1,1
"totally misrepresent what I say about hate, bigotry etc. Shame!",1,1,1,1
totally unwilling to give Wall votes to us want Open Borders!,1,1,1,1
traitors and cowards,1,1,1,1
travesty,1,1,1,1
tries so hard to paint the opposite picture,1,1,1,1
truly doesn't have a clue!,1,1,1,1
truly disgusting!,1,1,1,1
truly deranged!,1,1,1,1
truly bad people!,1,1,1,1
truly bad people with a sick agenda,1,1,1,1
true cowards and without doubt THE ENEMY OF THE PEOPLE!,1,1,1,1
true Trump Haters,1,1,1,1
true Racists,1,1,1,1
troublemakers,1,1,1,1
tried to shake me down for one million dollars,1,1,1,1
treat the U.S. very badly on trade,1,1,1,1
"tried to extort $1,000,000 from me",1,1,1,1
tried to buy an Election and went away with a major case of Depression,1,1,1,1
tremendously poor leadership,1,1,1,1
tremendous dishonesty bias discrimination and suppression practiced by certain companies,1,1,1,1
tremendous bias and guilt,1,1,1,1
treats me very badly,1,1,1,1
treats me so badly,1,1,1,1
treated unbelievably unfairly in the House,1,1,1,1
treated America's ICE officers 'like absolute trash' in order to pass Obama's amnesty,1,1,1,1
unelectable,1,1,1,1
unelectable in Arizona,1,1,1,1
unethical record,1,1,1,1
unfair to U.S.,1,1,1,1
very foul mouthed,1,1,1,1
very few people read,1,1,1,1
very expensive and unsafe,1,1,1,1
very expensive Witch Hunt Hoax,1,1,1,1
very dumb legal argument,1,1,1,1
very dumb and incompetent,1,1,1,1
very dumb and failing,1,1,1,1
very disloyal to me,1,1,1,1
very disloyal to Jeb,1,1,1,1
very disloyal company,1,1,1,1
very disloyal,1,1,1,1
"very dishonest,  Fake News",1,1,1,1
"very dishonest people who don’t “get” me, and never did!",1,1,1,1
very dishonest and bad,1,1,1,1
very delinquent,1,1,1,1
very dangerous for our Country!,1,1,1,1
very dangerous & unfair,1,1,1,1
very dangerous & sick!,1,1,1,1
very dangerous & filthy place.,1,1,1,1
very corrupt,1,1,1,1
very boring and low rated show,1,1,1,1
very gentle and soft,1,1,1,1
very hard to watch,1,1,1,1
very hostile!,1,1,1,1
"very stupid, highly incompetent people running our country into the ground",1,1,1,1
very weak on stopping illegal immigration,1,1,1,1
very weak Radical Left Mayor,1,1,1,1
very untalented,1,1,1,1
very unpopular,1,1,1,1
very unfair!,1,1,1,1
very unfair to the United States!,1,1,1,1
very unfair and unpopular,1,1,1,1
very unethical,1,1,1,1
very tough & expensive guidelines for opening schools,1,1,1,1
very stupid use of e-mails,1,1,1,1
very ignorant and insulting statement,1,1,1,1
very slow reaction time,1,1,1,1
very protectionist,1,1,1,1
very poor run in the Democrat Primary,1,1,1,1
very outdated,1,1,1,1
very misguided,1,1,1,1
very low IQ,1,1,1,1
very long and very boring speech,1,1,1,1
very insubordinate,1,1,1,1
very incompetent,1,1,1,1
very boring & totally ‘obsolete’,1,1,1,1
very boring & incoherent Editorial,1,1,1,1
very badly negotiated,1,1,1,1
unpopular,1,1,1,1
use our Postal System as their Delivery Boy,1,1,1,1
upset that they looked like fools in their coverage of me,1,1,1,1
unverified and Fake Dirty Dossier,1,1,1,1
untruthful slime ball,1,1,1,1
untrue stories,1,1,1,1
unsuccessful prime time slot,1,1,1,1
unstable,1,1,1,1
unqualified to be president,1,1,1,1
unprecedented hatred,1,1,1,1
unnecessary and destructive actions,1,1,1,1
used as a ‘lobbyist’,1,1,1,1
unnamed sources,1,1,1,1
unlawful conduct,1,1,1,1
unhinged”,1,1,1,1
unhinged and CORRUPT!,1,1,1,1
unhinged,1,1,1,1
unfunny show,1,1,1,1
unfit to serve,1,1,1,1
unfit to run,1,1,1,1
unfit to lead the country,1,1,1,1
use the courts and associated delay at all times,1,1,1,1
"used the concept of “time value of money” in doing a very old, boring and often told hit piece on me",1,1,1,1
very bad under pressure - a choker,1,1,1,1
very average scream!,1,1,1,1
very bad showing last night,1,1,1,1
very bad on crime & 2nd A.,1,1,1,1
very bad judgement,1,1,1,1
very bad for our Great Country,1,1,1,1
very bad at math,1,1,1,1
very bad and destructive track record,1,1,1,1
very bad and conflicted,1,1,1,1
very bad (and sick!) people!,1,1,1,1
very bad,1,1,1,1
very average,1,1,1,1
used to BEG me to be on episodes of the Apprentice,1,1,1,1
very angry Psycho,1,1,1,1
very Racist group of troublemakers,1,1,1,1
using this Phony issue to hurt us in the Midterms,1,1,1,1
using the woman’s card,1,1,1,1
using the oldest play in the Dem playbook,1,1,1,1
using race-baiting,1,1,1,1
using now disproven unnamed and anonymous sources,1,1,1,1
uses every trick in the book to demean and belittle,1,1,1,1
used to want Border security - now he’ll take Crime!,1,1,1,1
totally made up my conversation with Ukraine President,1,1,1,1
"totally lost control of illegal immigration, even with criminals",1,1,1,1
vicious and totally crazed,1,1,1,1
they have a really boring deal going on,1,1,1,1
they probably had no sources at all!,1,1,1,1
they only write bad stories about me!,1,1,1,1
they only want to talk about Obstruction,1,1,1,1
they only want negatives,1,1,1,1
they only understand one thing,1,1,1,1
they only have their hatred & agenda,1,1,1,1
they now have a Fake ad that my China Deal is losing us jobs,1,1,1,1
they missed it (Big!),1,1,1,1
they make up a fake story in order to gain some relevance,1,1,1,1
they lie,1,1,1,1
"they let anarchists harm people, burn buildings, and ruin lives",1,1,1,1
they know nothing about me & have zero access,1,1,1,1
they just write whatever they want,1,1,1,1
they just want to talk and take desperately needed money away from our Military,1,1,1,1
they just want open borders,1,1,1,1
they just talk!,1,1,1,1
they just take our money and “talk“,1,1,1,1
they just don’t come through,1,1,1,1
"they have zero proof of anything, they will never even show up",1,1,1,1
they have lost their way and are no longer credible,1,1,1,1
"they have it RIGGED, for me & others, so that almost all stories & news is BAD",1,1,1,1
they put their own spin on it - truth doesn’t matter to them!,1,1,1,1
they refuse to cover the REAL Russia Hoax,1,1,1,1
they refuse to report the real facts and figures,1,1,1,1
they were all breaking the law in so many ways,1,1,1,1
thinking of running for President. I should only be so lucky,1,1,1,1
they’ve taken advantage of our Country for many years!,1,1,1,1
they’ve got nothing going,1,1,1,1
they’ve got nothing but ruined lives,1,1,1,1
they’ve been “talking” for 25 years,1,1,1,1
they're killing us,1,1,1,1
"they will try to raise your taxes, restore job-killing regulations, shut down your coal mines and timber mills, take away your healthcare, impose socialism, and ERASE your borders",1,1,1,1
they will be taxed like never before!,1,1,1,1
they were forced to publicly apologize for modulating my microphone in the first debate,1,1,1,1
"they want to raise you taxes, substantially",1,1,1,1
they represent our Nation to the WORLD very poorly,1,1,1,1
they want to do nothing on DACA,1,1,1,1
they want people to pour into our country unchecked,1,1,1,1
they want illegal immigration and weak borders,1,1,1,1
they want Open Borders and existing weak laws,1,1,1,1
they try to distract and cover it up,1,1,1,1
they tried to hide the bad facts & failed,1,1,1,1
"they surrendered, they quit!",1,1,1,1
they stick like a stubborn child,1,1,1,1
they should go back to work,1,1,1,1
they have gone crazy,1,1,1,1
they had no idea what they were doing,1,1,1,1
totally lost,1,1,1,1
they got NOTHING,1,1,1,1
they are asking schools to do very impractical things,1,1,1,1
they are a Joke!,1,1,1,1
they 'racial profile' all over the place,1,1,1,1
there's never been anything like your lies,1,1,1,1
there was (and is) no crime. Bad!,1,1,1,1
there is nothing so Fake as CNN,1,1,1,1
there doesn't seem to be much reason to ever vote for him,1,1,1,1
there are far better stores,1,1,1,1
"their ratings are terrible, nobody cares!",1,1,1,1
their politicians are either Incompetent or Corrupt,1,1,1,1
their policies will totally kill the great wealth created during the months since the Election,1,1,1,1
their own worst enemies,1,1,1,1
their hearings are RIGGED and a disgrace to our Country!,1,1,1,1
their election polls were a WAY OFF disaster,1,1,1,1
their coverage was so wrong,1,1,1,1
the “dumbest man on television”,1,1,1,1
the “Justice” Department,1,1,1,1
"the “Insurance Policy”, the biggest Scandal in the history of our Country!",1,1,1,1
the worst trade deals ever made,1,1,1,1
the worst record,1,1,1,1
the worst president in U.S. history!,1,1,1,1
they are dying in the ratings,1,1,1,1
they are endorsing Socialism hate of Israel and the USA!,1,1,1,1
they are human scum!,1,1,1,1
they decided not to do anything about DACA,1,1,1,1
they forgot what made them successful,1,1,1,1
they failed on everything,1,1,1,1
they don’t care about security,1,1,1,1
they don't want to solve the DACA problem,1,1,1,1
they don't know what to do,1,1,1,1
they don't appreciate how kind President Obama was to them. Not me!,1,1,1,1
they do not understand reality,1,1,1,1
they do NOTHING for us with North Korea,1,1,1,1
they demean and disparage,1,1,1,1
they covered the Election (and me) so badly,1,1,1,1
they are just wasting time!,1,1,1,1
they continue to cover me inaccurately and with a nasty tone!,1,1,1,1
they aren’t serious about DACA,1,1,1,1
they aren't worthy of representing the great people of NH,1,1,1,1
they are trying to force a Recession,1,1,1,1
they are truly the Enemy of the People!,1,1,1,1
they are totally lost they are Clowns!,1,1,1,1
they are spending so much time on Presidential Harassment that they have little time left for things like stopping crime and our military!,1,1,1,1
they are lying,1,1,1,1
they are losers and barely breathing,1,1,1,1
third place anchor,1,1,1,1
third rate Fake reporters,1,1,1,1
third rate Grandstander,1,1,1,1
third rate Senator,1,1,1,1
totally controlled,1,1,1,1
totally control Biden,1,1,1,1
totally contradicted,1,1,1,1
totally confused,1,1,1,1
"totally conflicted, illegal and rigged!",1,1,1,1
totally conflicted and discredited Mueller Witch Hunt!,1,1,1,1
"totally compromised and conflicted,  Witch Hunt",1,1,1,1
totally bombed,1,1,1,1
"totally biased, boring and wrong (as usual)",1,1,1,1
totally biased loser who doesn't have a clue,1,1,1,1
totally biased and mostly false,1,1,1,1
totally biased and disgusting reporting,1,1,1,1
totally and purposely changed the point and meaning of my story,1,1,1,1
totally against your Second Amendment,1,1,1,1
totally SHOT,1,1,1,1
totally FAKE,1,1,1,1
totally Crooked Campaign,1,1,1,1
totally 'rigged.',1,1,1,1
total quitters,1,1,1,1
total phony,1,1,1,1
total low life,1,1,1,1
totally corrupt and dishonest Lamestream Media,1,1,1,1
totally corrupt gov't,1,1,1,1
totally criminal activity,1,1,1,1
totally flawed candidate,1,1,1,1
totally inept!,1,1,1,1
totally ineffective,1,1,1,1
totally incompetent as a manager and leader,1,1,1,1
totally incompetent and weak,1,1,1,1
"totally incompetent & controlled by the Radical Left, a weak and pathetic puppet",1,1,1,1
totally inaccurate reporting,1,1,1,1
totally illegal & absurd,1,1,1,1
totally ill prepared and ill equipped to be Secretary of State,1,1,1,1
totally flawed coverage of the illegal Russia Witch Hunt,1,1,1,1
totally false ‘Trends’ that have absolutely nothing to do with what is really trending in the world,1,1,1,1
totally discredited and very expensive Witch Hunt,1,1,1,1
totally fabricated what I said to the wife of a soldier who died in action (and I have proof),1,1,1,1
